time,output,consumption
2024-07-12 16:25:00,5135,474
2024-07-12 16:30:00,5135,484
2024-07-12 16:35:00,5526,522
2024-07-12 16:40:00,5634,508
2024-07-12 16:45:00,5671,518
2024-07-12 16:50:00,5564,502
2024-07-12 16:55:00,4778,418
2024-07-12 17:00:00,4545,264
2024-07-12 17:05:00,2997,238
2024-07-12 17:10:00,1579,210
2024-07-12 17:15:00,2515,142
2024-07-12 17:20:00,2194,150
2024-07-12 17:25:00,2757,174
2024-07-12 17:30:00,2808,258
2024-07-12 17:35:00,1928,268
2024-07-12 17:40:00,1594,220
2024-07-12 17:45:00,1413,164
2024-07-12 17:50:00,1278,162
2024-07-12 17:55:00,1084,170
2024-07-12 18:00:00,890,162
2024-07-12 18:05:00,802,160
2024-07-12 18:10:00,753,160
2024-07-12 18:15:00,895,194
2024-07-12 18:20:00,965,250
2024-07-12 18:25:00,847,240
2024-07-12 18:30:00,872,238
2024-07-12 18:35:00,895,240
2024-07-12 18:40:00,852,228
2024-07-12 18:45:00,820,230
2024-07-12 18:50:00,846,246
2024-07-12 18:55:00,877,260
2024-07-12 19:00:00,825,262
2024-07-12 19:05:00,884,204
2024-07-12 19:10:00,934,184
2024-07-12 19:15:00,767,184
2024-07-12 19:20:00,585,170
2024-07-12 19:25:00,480,170
2024-07-12 19:30:00,435,174
2024-07-12 19:35:00,435,154
2024-07-12 19:40:00,419,124
2024-07-12 19:45:00,366,104
2024-07-12 19:50:00,326,206
2024-07-12 19:55:00,260,228
2024-07-12 20:00:00,189,202
2024-07-12 20:05:00,171,190
2024-07-12 20:10:00,161,182
2024-07-12 20:15:00,125,186
2024-07-12 20:20:00,158,174
2024-07-12 20:25:00,95,166
2024-07-12 20:30:00,31,128
2024-07-12 20:35:00,21,58
2024-07-12 20:40:00,8,40
2024-07-12 20:45:00,5,40
2024-07-12 20:50:00,9,40
2024-07-12 20:55:00,19,34
2024-07-12 21:00:00,20,30
2024-07-12 21:05:00,4,30
2024-07-12 21:10:00,9,30
2024-07-12 21:15:00,27,30
2024-07-12 21:20:00,11,30
2024-07-12 21:25:00,0,30
2024-07-12 21:30:00,0,30
2024-07-12 21:35:00,0,26
2024-07-12 21:40:00,0,20
2024-07-12 21:45:00,0,16
2024-07-12 21:50:00,0,10
2024-07-12 21:55:00,0,10
2024-07-12 22:00:00,0,10
2024-07-12 22:05:00,0,10
2024-07-12 22:10:00,0,10
2024-07-12 22:15:00,0,10
2024-07-12 22:20:00,0,10
2024-07-12 22:25:00,0,10
2024-07-12 22:30:00,0,10
2024-07-12 22:35:00,0,10
2024-07-12 22:40:00,0,10
2024-07-12 22:45:00,0,10
2024-07-12 22:50:00,0,10
2024-07-12 22:55:00,0,10
2024-07-12 23:00:00,0,10
2024-07-12 23:10:00,0,10
2024-07-12 23:15:00,0,10
2024-07-12 23:20:00,0,10
2024-07-12 23:25:00,0,10
2024-07-12 23:30:00,0,10
2024-07-12 23:35:00,0,10
2024-07-12 23:40:00,0,10
2024-07-12 23:45:00,0,10
2024-07-12 23:50:00,0,10
2024-07-12 23:55:00,0,10
2024-07-13 00:00:00,0,10
2024-07-13 00:05:00,0,10
2024-07-13 00:10:00,0,10
2024-07-13 00:15:00,0,10
2024-07-13 00:20:00,0,10
2024-07-13 00:25:00,0,10
2024-07-13 00:30:00,0,10
2024-07-13 00:35:00,0,10
2024-07-13 00:40:00,0,10
2024-07-13 00:45:00,0,10
2024-07-13 00:50:00,0,10
2024-07-13 00:55:00,0,10
2024-07-13 01:00:00,0,10
2024-07-13 01:05:00,0,10
2024-07-13 01:10:00,0,10
2024-07-13 01:15:00,0,10
2024-07-13 01:20:00,0,10
2024-07-13 01:25:00,0,10
2024-07-13 01:30:00,0,10
2024-07-13 01:35:00,0,10
2024-07-13 01:40:00,0,10
2024-07-13 01:45:00,0,10
2024-07-13 01:50:00,0,10
2024-07-13 01:55:00,0,10
2024-07-13 02:00:00,0,10
2024-07-13 02:05:00,0,10
2024-07-13 02:10:00,0,10
2024-07-13 02:15:00,0,10
2024-07-13 02:20:00,0,10
2024-07-13 02:25:00,0,10
2024-07-13 02:30:00,0,10
2024-07-13 02:35:00,0,10
2024-07-13 02:40:00,0,10
2024-07-13 02:45:00,0,10
2024-07-13 02:50:00,0,10
2024-07-13 02:55:00,0,10
2024-07-13 03:00:00,0,10
2024-07-13 03:05:00,0,0
2024-07-13 03:10:00,0,0
2024-07-13 03:15:00,0,0
2024-07-13 03:20:00,0,0
2024-07-13 03:25:00,0,0
2024-07-13 03:30:00,0,0
2024-07-13 03:35:00,0,0
2024-07-13 03:40:00,0,0
2024-07-13 03:45:00,0,0
2024-07-13 03:50:00,0,0
2024-07-13 03:55:00,0,4
2024-07-13 04:00:00,0,10
2024-07-13 04:10:00,0,10
2024-07-13 04:15:00,0,10
2024-07-13 04:20:00,0,10
2024-07-13 04:25:00,0,10
2024-07-13 04:30:00,0,10
2024-07-13 04:35:00,0,10
2024-07-13 04:40:00,0,10
2024-07-13 04:45:00,0,10
2024-07-13 04:50:00,0,10
2024-07-13 04:55:00,0,10
2024-07-13 05:00:00,0,10
2024-07-13 05:05:00,0,10
2024-07-13 05:10:00,0,10
2024-07-13 05:15:00,0,10
2024-07-13 05:20:00,0,10
2024-07-13 05:25:00,0,10
2024-07-13 05:30:00,0,10
2024-07-13 05:35:00,0,10
2024-07-13 05:40:00,0,10
2024-07-13 05:45:00,0,10
2024-07-13 05:50:00,0,10
2024-07-13 05:55:00,0,10
2024-07-13 06:00:00,0,10
2024-07-13 06:05:00,0,10
2024-07-13 06:10:00,0,10
2024-07-13 06:15:00,11,10
2024-07-13 06:20:00,76,10
2024-07-13 06:25:00,83,60
2024-07-13 06:30:00,128,120
2024-07-13 06:35:00,122,148
2024-07-13 06:40:00,236,172
2024-07-13 06:45:00,1538,1316
2024-07-13 06:50:00,1743,1726
2024-07-13 06:55:00,1891,1870
2024-07-13 07:00:00,2006,2040
2024-07-13 07:05:00,2092,2072
2024-07-13 07:10:00,2183,2192
2024-07-13 07:15:00,2238,2242
2024-07-13 07:20:00,2328,2164
2024-07-13 07:25:00,2446,2222
2024-07-13 07:30:00,1427,1632
2024-07-13 07:35:00,893,866
2024-07-13 07:40:00,1325,1082
2024-07-13 07:45:00,1408,1254
2024-07-13 07:50:00,2602,2216
2024-07-13 07:55:00,1259,1432
2024-07-13 08:00:00,976,1032
2024-07-13 08:05:00,873,938
2024-07-13 08:10:00,687,698
2024-07-13 08:15:00,1037,1032
2024-07-13 08:20:00,879,860
2024-07-13 08:25:00,2242,386
2024-07-13 08:30:00,2611,344
2024-07-13 08:35:00,1436,286
2024-07-13 08:40:00,1768,212
2024-07-13 08:45:00,2977,156
2024-07-13 08:50:00,2526,136
2024-07-13 08:55:00,3125,130
2024-07-13 09:00:00,3556,190
2024-07-13 09:05:00,2937,224
2024-07-13 09:10:00,3833,358
2024-07-13 09:15:00,1632,276
2024-07-13 09:20:00,1158,276
2024-07-13 09:25:00,1552,336
2024-07-13 09:30:00,1414,432
2024-07-13 09:35:00,1198,452
2024-07-13 09:40:00,1091,770
2024-07-13 09:45:00,1010,1034
2024-07-13 09:50:00,1237,1232
2024-07-13 09:55:00,1241,1248
2024-07-13 10:00:00,1455,1292
2024-07-13 10:05:00,1608,1566
2024-07-13 10:10:00,1675,1746
2024-07-13 10:15:00,1757,1778
2024-07-13 10:20:00,2052,1938
2024-07-13 10:25:00,3466,1956
2024-07-13 10:30:00,5009,582
2024-07-13 10:35:00,4522,542
2024-07-13 10:40:00,4271,488
2024-07-13 10:45:00,3126,466
2024-07-13 10:50:00,5342,466
2024-07-13 10:55:00,4983,438
2024-07-13 11:00:00,5888,478
2024-07-13 11:05:00,4528,320
2024-07-13 11:10:00,4576,352
2024-07-13 11:15:00,2542,352
2024-07-13 11:20:00,1360,400
2024-07-13 11:25:00,1268,328
2024-07-13 11:30:00,2172,204
2024-07-13 11:35:00,5216,344
2024-07-13 11:40:00,5429,572
2024-07-13 11:45:00,5440,334
2024-07-13 11:50:00,5447,134
2024-07-13 11:55:00,5561,100
2024-07-13 12:00:00,5718,708
2024-07-13 12:05:00,5511,1574
2024-07-13 12:10:00,3661,1640
2024-07-13 12:15:00,4326,1582
2024-07-13 12:20:00,6102,498
2024-07-13 12:25:00,5940,556
2024-07-13 12:30:00,5918,216
2024-07-13 12:35:00,6045,206
2024-07-13 12:40:00,6138,204
2024-07-13 12:45:00,6027,210
2024-07-13 12:50:00,6084,212
2024-07-13 12:55:00,6138,214
2024-07-13 13:00:00,6210,200
2024-07-13 13:05:00,6366,186
2024-07-13 13:10:00,6529,210
2024-07-13 13:15:00,3058,742
2024-07-13 13:20:00,4411,1452
2024-07-13 13:25:00,1897,274
2024-07-13 13:30:00,2083,274
2024-07-13 13:35:00,2489,264
2024-07-13 13:40:00,3832,254
2024-07-13 13:45:00,4556,198
2024-07-13 13:50:00,3584,222
2024-07-13 13:55:00,6142,286
2024-07-13 14:00:00,6773,294
2024-07-13 14:05:00,6979,294
2024-07-13 14:10:00,3194,294
2024-07-13 14:15:00,1889,272
2024-07-13 14:20:00,2135,280
2024-07-13 14:25:00,3505,258
2024-07-13 14:30:00,3363,160
2024-07-13 14:35:00,3198,178
2024-07-13 14:40:00,2149,242
2024-07-13 14:45:00,2032,200
2024-07-13 14:50:00,3288,170
2024-07-13 14:55:00,3800,168
2024-07-13 15:00:00,2699,172
2024-07-13 15:05:00,2372,164
2024-07-13 15:10:00,4124,170
2024-07-13 15:15:00,6399,196
2024-07-13 15:20:00,5112,190
2024-07-13 15:25:00,5168,188
2024-07-13 15:30:00,2918,202
2024-07-13 15:35:00,3273,170
2024-07-13 15:40:00,4302,168
2024-07-13 15:45:00,2554,164
2024-07-13 15:50:00,2662,176
2024-07-13 15:55:00,5341,138
2024-07-13 16:00:00,2319,102
2024-07-13 16:05:00,1749,94
2024-07-13 16:10:00,4818,90
2024-07-13 16:15:00,6117,90
2024-07-13 16:20:00,3735,136
2024-07-13 16:25:00,2249,184
2024-07-13 16:30:00,2376,190
2024-07-13 16:35:00,2698,156
2024-07-13 16:40:00,2617,96
2024-07-13 16:45:00,3003,82
2024-07-13 16:50:00,3218,1480
2024-07-13 16:55:00,4939,208
2024-07-13 17:00:00,4925,134
2024-07-13 17:05:00,2820,200
2024-07-13 17:10:00,3147,192
2024-07-13 17:15:00,1988,190
2024-07-13 17:20:00,2246,202
2024-07-13 17:25:00,3598,202
2024-07-13 17:30:00,3567,188
2024-07-13 17:35:00,2417,180
2024-07-13 17:40:00,2793,152
2024-07-13 17:45:00,3278,122
2024-07-13 17:50:00,1638,182
2024-07-13 17:55:00,1582,170
2024-07-13 18:00:00,2174,118
2024-07-13 18:05:00,2330,90
2024-07-13 18:10:00,1614,90
2024-07-13 18:15:00,1405,130
2024-07-13 18:20:00,1730,98
2024-07-13 18:25:00,1767,152
2024-07-13 18:30:00,1097,190
2024-07-13 18:35:00,811,178
2024-07-13 18:40:00,2515,94
2024-07-13 18:45:00,4295,96
2024-07-13 18:50:00,4034,164
2024-07-13 18:55:00,3822,174
2024-07-13 19:00:00,3256,168
2024-07-13 19:05:00,2196,164
2024-07-13 19:10:00,1307,162
2024-07-13 19:15:00,2571,116
2024-07-13 19:20:00,2756,98
2024-07-13 19:25:00,3454,90
2024-07-13 19:30:00,2053,90
2024-07-13 19:35:00,809,108
2024-07-13 19:40:00,1373,186
2024-07-13 19:45:00,2005,190
2024-07-13 19:50:00,2828,144
2024-07-13 19:55:00,1799,100
2024-07-13 20:00:00,1222,90
2024-07-13 20:05:00,838,90
2024-07-13 20:10:00,710,86
2024-07-13 20:15:00,870,122
2024-07-13 20:20:00,1223,180
2024-07-13 20:25:00,1241,174
2024-07-13 20:30:00,1691,160
2024-07-13 20:35:00,1839,156
2024-07-13 20:40:00,1679,156
2024-07-13 20:45:00,1214,298
2024-07-13 20:50:00,384,534
2024-07-13 20:55:00,310,268
2024-07-13 21:00:00,289,190
2024-07-13 21:05:00,212,276
2024-07-13 21:10:00,148,214
2024-07-13 21:15:00,161,156
2024-07-13 21:20:00,88,178
2024-07-13 21:25:00,7,138
2024-07-13 21:30:00,0,70
2024-07-13 21:35:00,0,40
2024-07-13 21:40:00,0,28
2024-07-13 21:45:00,0,20
2024-07-13 21:50:00,0,18
2024-07-13 21:55:00,0,10
2024-07-13 22:00:00,0,10
2024-07-13 22:05:00,0,10
2024-07-13 22:10:00,0,10
2024-07-13 22:15:00,0,10
2024-07-13 22:20:00,0,10
2024-07-13 22:25:00,0,10
2024-07-13 22:30:00,0,10
2024-07-13 22:35:00,0,10
2024-07-13 22:40:00,0,10
2024-07-13 22:45:00,0,10
2024-07-13 22:50:00,0,10
2024-07-13 22:55:00,0,10
2024-07-13 23:00:00,0,10
2024-07-13 23:10:00,0,10
2024-07-13 23:15:00,0,10
2024-07-13 23:20:00,0,10
2024-07-13 23:25:00,0,10
2024-07-13 23:30:00,0,10
2024-07-13 23:35:00,0,10
2024-07-13 23:40:00,0,10
2024-07-13 23:45:00,0,10
2024-07-13 23:50:00,0,10
2024-07-13 23:55:00,0,10
2024-07-14 00:00:00,0,10
2024-07-14 00:05:00,0,10
2024-07-14 00:10:00,0,10
2024-07-14 00:15:00,0,10
2024-07-14 00:20:00,0,10
2024-07-14 00:25:00,0,10
2024-07-14 00:30:00,0,10
2024-07-14 00:35:00,0,10
2024-07-14 00:40:00,0,10
2024-07-14 00:45:00,0,10
2024-07-14 00:50:00,0,10
2024-07-14 00:55:00,0,10
2024-07-14 01:00:00,0,10
2024-07-14 01:05:00,0,10
2024-07-14 01:10:00,0,10
2024-07-14 01:15:00,0,10
2024-07-14 01:20:00,0,10
2024-07-14 01:25:00,0,10
2024-07-14 01:30:00,0,10
2024-07-14 01:35:00,0,10
2024-07-14 01:40:00,0,10
2024-07-14 01:45:00,0,10
2024-07-14 01:50:00,0,10
2024-07-14 01:55:00,0,10
2024-07-14 02:00:00,0,10
2024-07-14 02:05:00,0,10
2024-07-14 02:10:00,0,10
2024-07-14 02:15:00,0,10
2024-07-14 02:20:00,0,10
2024-07-14 02:25:00,0,10
2024-07-14 02:30:00,0,10
2024-07-14 02:35:00,0,10
2024-07-14 02:40:00,0,10
2024-07-14 02:45:00,0,10
2024-07-14 02:50:00,0,10
2024-07-14 02:55:00,0,10
2024-07-14 03:00:00,0,10
2024-07-14 03:05:00,0,0
2024-07-14 03:10:00,0,0
2024-07-14 03:15:00,0,0
2024-07-14 03:20:00,0,0
2024-07-14 03:25:00,0,0
2024-07-14 03:30:00,0,0
2024-07-14 03:35:00,0,0
2024-07-14 03:40:00,0,0
2024-07-14 03:45:00,0,0
2024-07-14 03:50:00,0,0
2024-07-14 03:55:00,0,0
2024-07-14 04:00:00,0,10
2024-07-14 04:10:00,0,10
2024-07-14 04:15:00,0,10
2024-07-14 04:20:00,0,10
2024-07-14 04:25:00,0,10
2024-07-14 04:30:00,0,10
2024-07-14 04:35:00,0,10
2024-07-14 04:40:00,0,10
2024-07-14 04:45:00,0,10
2024-07-14 04:50:00,0,10
2024-07-14 04:55:00,0,10
2024-07-14 05:00:00,0,10
2024-07-14 05:05:00,0,10
2024-07-14 05:10:00,0,10
2024-07-14 05:15:00,0,10
2024-07-14 05:20:00,0,10
2024-07-14 05:25:00,0,10
2024-07-14 05:30:00,0,10
2024-07-14 05:35:00,0,10
2024-07-14 05:40:00,0,10
2024-07-14 05:45:00,0,10
2024-07-14 05:50:00,0,10
2024-07-14 05:55:00,0,10
2024-07-14 06:00:00,43,10
2024-07-14 06:05:00,90,10
2024-07-14 06:10:00,85,110
2024-07-14 06:15:00,137,122
2024-07-14 06:20:00,200,170
2024-07-14 06:25:00,234,224
2024-07-14 06:30:00,283,290
2024-07-14 06:35:00,1144,936
2024-07-14 06:40:00,1547,1538
2024-07-14 06:45:00,1862,1838
2024-07-14 06:50:00,2078,2090
2024-07-14 06:55:00,2129,2138
2024-07-14 07:00:00,2128,2138
2024-07-14 07:05:00,1148,1186
2024-07-14 07:10:00,1537,1700
2024-07-14 07:15:00,1237,1222
2024-07-14 07:20:00,2070,1316
2024-07-14 07:25:00,2334,556
2024-07-14 07:30:00,2439,338
2024-07-14 07:35:00,2483,280
2024-07-14 07:40:00,1008,222
2024-07-14 07:45:00,3058,192
2024-07-14 07:50:00,2757,174
2024-07-14 07:55:00,3005,168
2024-07-14 08:00:00,2303,164
2024-07-14 08:05:00,2852,176
2024-07-14 08:10:00,2883,122
2024-07-14 08:15:00,3404,104
2024-07-14 08:20:00,3414,180
2024-07-14 08:25:00,3346,194
2024-07-14 08:30:00,3455,1410
2024-07-14 08:35:00,3144,306
2024-07-14 08:40:00,3723,120
2024-07-14 08:45:00,3669,90
2024-07-14 08:50:00,3606,494
2024-07-14 08:55:00,3496,824
2024-07-14 09:00:00,3527,672
2024-07-14 09:05:00,3495,206
2024-07-14 09:10:00,3532,422
2024-07-14 09:15:00,3575,178
2024-07-14 09:20:00,3659,180
2024-07-14 09:25:00,3777,280
2024-07-14 09:30:00,3819,328
2024-07-14 09:35:00,3802,338
2024-07-14 09:40:00,3766,336
2024-07-14 09:45:00,3785,320
2024-07-14 09:50:00,3945,316
2024-07-14 09:55:00,4252,332
2024-07-14 10:00:00,4499,334
2024-07-14 10:05:00,4588,320
2024-07-14 10:10:00,4225,276
2024-07-14 10:15:00,4395,702
2024-07-14 10:20:00,3866,382
2024-07-14 10:25:00,4141,162
2024-07-14 10:30:00,4454,152
2024-07-14 10:35:00,3995,290
2024-07-14 10:40:00,4245,1232
2024-07-14 10:45:00,4281,1550
2024-07-14 10:50:00,4319,1332
2024-07-14 10:55:00,4347,1350
2024-07-14 11:00:00,4405,1332
2024-07-14 11:05:00,4492,2092
2024-07-14 11:10:00,4588,1786
2024-07-14 11:15:00,4667,1008
2024-07-14 11:20:00,4726,700
2024-07-14 11:25:00,4833,1412
2024-07-14 11:30:00,4902,1024
2024-07-14 11:35:00,4990,1126
2024-07-14 11:40:00,5084,1656
2024-07-14 11:45:00,5143,1126
2024-07-14 11:50:00,5211,1400
2024-07-14 11:55:00,5321,1720
2024-07-14 12:00:00,5396,382
2024-07-14 12:05:00,5434,340
2024-07-14 12:10:00,5550,2418
2024-07-14 12:15:00,5606,2898
2024-07-14 12:20:00,5397,516
2024-07-14 12:25:00,4501,452
2024-07-14 12:30:00,2975,2040
2024-07-14 12:35:00,3822,2074
2024-07-14 12:40:00,6085,3692
2024-07-14 12:45:00,5941,1026
2024-07-14 12:50:00,5959,1966
2024-07-14 12:55:00,5971,666
2024-07-14 13:00:00,5881,348
2024-07-14 13:05:00,5719,2280
2024-07-14 13:10:00,5859,698
2024-07-14 13:15:00,6106,470
2024-07-14 13:20:00,6135,2122
2024-07-14 13:25:00,5941,464
2024-07-14 13:30:00,5893,472
2024-07-14 13:35:00,6100,444
2024-07-14 13:40:00,6036,1492
2024-07-14 13:45:00,6089,952
2024-07-14 13:50:00,6017,288
2024-07-14 13:55:00,5937,1968
2024-07-14 14:00:00,6169,256
2024-07-14 14:05:00,6087,780
2024-07-14 14:10:00,6182,1398
2024-07-14 14:15:00,6229,548
2024-07-14 14:20:00,6068,650
2024-07-14 14:25:00,6250,428
2024-07-14 14:30:00,6108,182
2024-07-14 14:35:00,5783,290
2024-07-14 14:40:00,4790,286
2024-07-14 14:45:00,5245,240
2024-07-14 14:50:00,3499,220
2024-07-14 14:55:00,3686,222
2024-07-14 15:00:00,4413,204
2024-07-14 15:05:00,4403,246
2024-07-14 15:10:00,3823,2396
2024-07-14 15:15:00,3959,2394
2024-07-14 15:20:00,4270,1042
2024-07-14 15:25:00,2745,318
2024-07-14 15:30:00,2486,324
2024-07-14 15:35:00,2499,330
2024-07-14 15:40:00,2941,326
2024-07-14 15:45:00,4062,334
2024-07-14 15:50:00,4335,308
2024-07-14 15:55:00,3132,314
2024-07-14 16:00:00,4177,302
2024-07-14 16:05:00,4589,304
2024-07-14 16:10:00,2703,280
2024-07-14 16:15:00,2280,252
2024-07-14 16:20:00,2988,268
2024-07-14 16:25:00,2824,216
2024-07-14 16:30:00,2554,1930
2024-07-14 16:35:00,2286,2222
2024-07-14 16:40:00,2089,1986
2024-07-14 16:45:00,1753,494
2024-07-14 16:50:00,1504,164
2024-07-14 16:55:00,1450,140
2024-07-14 17:00:00,1758,140
2024-07-14 17:05:00,1697,138
2024-07-14 17:10:00,1732,130
2024-07-14 17:15:00,1670,134
2024-07-14 17:20:00,1642,146
2024-07-14 17:25:00,1355,186
2024-07-14 17:30:00,1264,200
2024-07-14 17:35:00,1121,184
2024-07-14 17:40:00,932,180
2024-07-14 17:45:00,934,202
2024-07-14 17:50:00,992,196
2024-07-14 17:55:00,1187,200
2024-07-14 18:00:00,1462,192
2024-07-14 18:05:00,1219,176
2024-07-14 18:10:00,1306,242
2024-07-14 18:15:00,1364,318
2024-07-14 18:20:00,1441,346
2024-07-14 18:25:00,1200,332
2024-07-14 18:30:00,1016,358
2024-07-14 18:35:00,1193,342
2024-07-14 18:40:00,1340,318
2024-07-14 18:45:00,1322,366
2024-07-14 18:50:00,1179,1018
2024-07-14 18:55:00,1025,1056
2024-07-14 19:00:00,1066,928
2024-07-14 19:05:00,1135,336
2024-07-14 19:10:00,991,200
2024-07-14 19:15:00,815,202
2024-07-14 19:20:00,842,196
2024-07-14 19:25:00,729,190
2024-07-14 19:30:00,644,222
2024-07-14 19:35:00,565,280
2024-07-14 19:40:00,504,322
2024-07-14 19:45:00,425,390
2024-07-14 19:50:00,363,396
2024-07-14 19:55:00,341,370
2024-07-14 20:00:00,363,372
2024-07-14 20:05:00,387,408
2024-07-14 20:10:00,383,418
2024-07-14 20:15:00,322,374
2024-07-14 20:20:00,278,320
2024-07-14 20:25:00,232,282
2024-07-14 20:30:00,177,200
2024-07-14 20:35:00,118,144
2024-07-14 20:40:00,82,128
2024-07-14 20:45:00,66,104
2024-07-14 20:50:00,52,90
2024-07-14 20:55:00,37,72
2024-07-14 21:00:00,122,60
2024-07-14 21:05:00,295,320
2024-07-14 21:10:00,16,210
2024-07-14 21:15:00,1,82
2024-07-14 21:20:00,0,44
2024-07-14 21:25:00,0,30
2024-07-14 21:30:00,0,20
2024-07-14 21:35:00,0,20
2024-07-14 21:40:00,0,10
2024-07-14 21:45:00,0,10
2024-07-14 21:50:00,0,10
2024-07-14 21:55:00,0,10
2024-07-14 22:00:00,0,10
2024-07-14 22:05:00,0,10
2024-07-14 22:10:00,0,10
2024-07-14 22:15:00,0,10
2024-07-14 22:20:00,0,10
2024-07-14 22:25:00,0,10
2024-07-14 22:30:00,0,10
2024-07-14 22:35:00,0,10
2024-07-14 22:40:00,0,10
2024-07-14 22:45:00,0,10
2024-07-14 22:50:00,0,10
2024-07-14 22:55:00,0,10
2024-07-14 23:00:00,0,10
2024-07-14 23:10:00,0,10
2024-07-14 23:15:00,0,10
2024-07-14 23:20:00,0,10
2024-07-14 23:25:00,0,10
2024-07-14 23:30:00,0,10
2024-07-14 23:35:00,0,10
2024-07-14 23:40:00,0,10
2024-07-14 23:45:00,0,10
2024-07-14 23:50:00,0,10
2024-07-14 23:55:00,0,10
2024-07-15 00:00:00,0,10
2024-07-15 00:05:00,0,10
2024-07-15 00:10:00,0,10
2024-07-15 00:15:00,0,10
2024-07-15 00:20:00,0,10
2024-07-15 00:25:00,0,10
2024-07-15 00:30:00,0,10
2024-07-15 00:35:00,0,10
2024-07-15 00:40:00,0,10
2024-07-15 00:45:00,0,10
2024-07-15 00:50:00,0,10
2024-07-15 00:55:00,0,10
2024-07-15 01:00:00,0,10
2024-07-15 01:05:00,0,10
2024-07-15 01:10:00,0,10
2024-07-15 01:15:00,0,10
2024-07-15 01:20:00,0,10
2024-07-15 01:25:00,0,10
2024-07-15 01:30:00,0,10
2024-07-15 01:35:00,0,10
2024-07-15 01:40:00,0,10
2024-07-15 01:45:00,0,10
2024-07-15 01:50:00,0,10
2024-07-15 01:55:00,0,10
2024-07-15 02:00:00,0,10
2024-07-15 02:05:00,0,10
2024-07-15 02:10:00,0,10
2024-07-15 02:15:00,0,10
2024-07-15 02:20:00,0,10
2024-07-15 02:25:00,0,10
2024-07-15 02:30:00,0,10
2024-07-15 02:35:00,0,10
2024-07-15 02:40:00,0,10
2024-07-15 02:45:00,0,10
2024-07-15 02:50:00,0,10
2024-07-15 02:55:00,0,10
2024-07-15 03:00:00,0,10
2024-07-15 03:05:00,0,0
2024-07-15 03:10:00,0,0
2024-07-15 03:15:00,0,0
2024-07-15 03:20:00,0,0
2024-07-15 03:25:00,0,0
2024-07-15 03:30:00,0,0
2024-07-15 03:35:00,0,0
2024-07-15 03:40:00,0,0
2024-07-15 03:45:00,0,0
2024-07-15 03:50:00,0,0
2024-07-15 03:55:00,0,6
2024-07-15 04:00:00,0,10
2024-07-15 04:10:00,0,10
2024-07-15 04:15:00,0,10
2024-07-15 04:20:00,0,10
2024-07-15 04:25:00,0,10
2024-07-15 04:30:00,0,10
2024-07-15 04:35:00,0,10
2024-07-15 04:40:00,0,10
2024-07-15 04:45:00,0,10
2024-07-15 04:50:00,0,10
2024-07-15 04:55:00,0,10
2024-07-15 05:00:00,0,10
2024-07-15 05:05:00,0,10
2024-07-15 05:10:00,0,10
2024-07-15 05:15:00,0,10
2024-07-15 05:20:00,0,10
2024-07-15 05:25:00,0,10
2024-07-15 05:30:00,0,10
2024-07-15 05:35:00,0,10
2024-07-15 05:40:00,0,10
2024-07-15 05:45:00,0,10
2024-07-15 05:50:00,0,10
2024-07-15 05:55:00,0,10
2024-07-15 06:00:00,56,10
2024-07-15 06:05:00,94,10
2024-07-15 06:10:00,118,122
2024-07-15 06:15:00,152,142
2024-07-15 06:20:00,172,232
2024-07-15 06:25:00,225,212
2024-07-15 06:30:00,525,404
2024-07-15 06:35:00,870,808
2024-07-15 06:40:00,1140,1118
2024-07-15 06:45:00,1322,1350
2024-07-15 06:50:00,1419,1446
2024-07-15 06:55:00,1549,1548
2024-07-15 07:00:00,1624,1648
2024-07-15 07:05:00,1723,1746
2024-07-15 07:10:00,1869,1872
2024-07-15 07:15:00,2014,2016
2024-07-15 07:20:00,2094,2320
2024-07-15 07:25:00,2141,2150
2024-07-15 07:30:00,2311,2248
2024-07-15 07:35:00,2337,2088
2024-07-15 07:40:00,2470,1292
2024-07-15 07:45:00,2500,464
2024-07-15 07:50:00,2624,312
2024-07-15 07:55:00,2571,210
2024-07-15 08:00:00,2738,172
2024-07-15 08:05:00,2831,196
2024-07-15 08:10:00,2870,246
2024-07-15 08:15:00,2997,228
2024-07-15 08:20:00,3024,212
2024-07-15 08:25:00,3088,210
2024-07-15 08:30:00,3122,210
2024-07-15 08:35:00,2777,208
2024-07-15 08:40:00,3038,238
2024-07-15 08:45:00,3295,226
2024-07-15 08:50:00,3217,174
2024-07-15 08:55:00,3258,136
2024-07-15 09:00:00,3293,130
2024-07-15 09:05:00,3166,134
2024-07-15 09:10:00,3403,146
2024-07-15 09:15:00,3463,140
2024-07-15 09:20:00,3431,154
2024-07-15 09:25:00,3435,218
2024-07-15 09:30:00,3577,224
2024-07-15 09:35:00,3372,214
2024-07-15 09:40:00,3566,218
2024-07-15 09:45:00,3426,206
2024-07-15 09:50:00,3580,202
2024-07-15 09:55:00,3557,210
2024-07-15 10:00:00,3586,226
2024-07-15 10:05:00,3607,230
2024-07-15 10:10:00,3634,184
2024-07-15 10:15:00,3704,130
2024-07-15 10:20:00,3761,130
2024-07-15 10:25:00,3837,130
2024-07-15 10:30:00,3891,130
2024-07-15 10:35:00,3953,130
2024-07-15 10:40:00,4012,146
2024-07-15 10:45:00,4065,158
2024-07-15 10:50:00,4128,220
2024-07-15 10:55:00,4219,214
2024-07-15 11:00:00,4292,204
2024-07-15 11:05:00,4360,200
